0.332237, 2.187, -0.296271, -0.853276, 1.08133, -0.502161, -0.396498
0.334067, 2.12763, -0.241726, -0.829599, 1.04262, -0.484114, -0.396852
0.35798, 2.09715, -0.25491, -0.838224, 1.06428, -0.497368, -0.386568
0.367721, 2.12516, -0.215491, -0.866351, 1.05483, -0.503203, -0.404594
0.323393, 2.11904, -0.301768, -0.850582, 1.061, -0.502213, -0.405758
0.347726, 2.16412, -0.241056, -0.843622, 1.05001, -0.50059, -0.395294
0.306158, 2.14244, -0.299533, -0.855363, 1.09293, -0.505809, -0.384655
0.363617, 2.15005, -0.241763, -0.838465, 1.06313, -0.498554, -0.383223
0.360844, 2.11808, -0.24904, -0.846996, 1.06006, -0.495614, -0.394825
0.374555, 2.13887, -0.214812, -0.839047, 1.04858, -0.485273, -0.386526
0.364307, 2.1276, -0.263022, -0.848857, 1.05493, -0.48415, -0.393067
0.380005, 2.1451, -0.260962, -0.815176, 1.06923, -0.512388, -0.401963
0.326459, 2.12803, -0.285981, -0.82507, 1.07108, -0.498712, -0.389715
0.332127, 2.13707, -0.236618, -0.841182, 1.05797, -0.507887, -0.378459
0.389534, 2.1204, -0.261308, -0.843241, 1.05371, -0.500015, -0.390294
0.785815, 2.18398, -0.0806298, -0.196586, 1.13381, -0.365477, -0.367802
-1.71329, 1.18917, -1.50843, -0.596639, 1.61814, -0.481064, -0.421949
0.516429, 3.22636, -0.0552762, -0.866302, 0.985987, -0.621893, -0.393356
0.347005, 2.11412, -0.261452, -0.827164, 1.05015, -0.4998, -0.390332
0.356104, 2.13383, -0.246698, -0.815296, 1.06651, -0.49949, -0.402875
0.34657, 2.13412, -0.267442, -0.85348, 1.04951, -0.505206, -0.389963
0.351077, 2.14267, -0.286541, -0.829275, 1.08479, -0.507606, -0.378782
0.372634, 2.15197, -0.238809, -0.849169, 1.08046, -0.501706, -0.391088
0.350204, 2.1342, -0.247126, -0.855464, 1.06567, -0.499741, -0.397346
0.343797, 2.13004, -0.239518, -0.834161, 1.06647, -0.48961, -0.385314
0.356136, 2.11687, -0.247766, -0.830306, 1.08315, -0.484293, -0.386423
0.33929, 2.12776, -0.260167, -0.837783, 1.0748, -0.491985, -0.39553
0.350813, 2.12753, -0.234437, -0.832452, 1.08312, -0.492304, -0.39252
0.359656, 2.14138, -0.243318, -0.811298, 1.06989, -0.492546, -0.38975
0.373704, 2.14821, -0.268314, -0.819732, 1.06877, -0.521713, -0.387937
0.361135, 2.11377, -0.268938, -0.819223, 1.0779, -0.488882, -0.387887
0.361831, 2.12432, -0.255614, -0.835596, 1.08095, -0.523318, -0.39258
0.345718, 2.16155, -0.257262, -0.834512, 1.05945, -0.492002, -0.373512
0.367636, 2.13418, -0.228511, -0.827051, 1.07077, -0.499287, -0.379477
0.341992, 2.14383, -0.280009, -0.825383, 1.06719, -0.507348, -0.3928
0.328502, 2.12548, -0.246024, -0.84788, 1.05217, -0.497373, -0.379688
0.352341, 2.14428, -0.245708, -0.840503, 1.06307, -0.5073, -0.386134
0.34233, 2.16165, -0.2725, -0.827419, 1.05454, -0.492108, -0.384767
0.381723, 2.14227, -0.222713, -0.867625, 1.0823, -0.494462, -0.38444
0.36228, 2.14037, -0.243403, -0.825135, 1.07133, -0.513938, -0.394915
0.359336, 2.13315, -0.234184, -0.826863, 1.07286, -0.488469, -0.386775
0.348949, 2.1491, -0.227084, -0.829399, 1.05516, -0.491725, -0.367883
0.328365, 2.1507, -0.239555, -0.832375, 1.07504, -0.478624, -0.362389
0.370237, 2.13936, -0.221601, -0.834756, 1.06788, -0.484708, -0.402751
0.314458, 2.26695, -0.310811, -0.994495, 1.07987, -0.582214, -0.378891
0.368095, 2.48609, -0.27059, -1.05539, 1.07759, -0.647567, -0.392387
0.319129, 3.07805, -0.352888, -1.60101, 1.00025, -0.953981, -0.402559
117, 0.343461, 2.12432, -0.237396, -0.844113, 1.07015, -0.503232, -0.398084
316, 0.360343, 2.11844, -0.248095, -0.838979, 1.06624, -0.49689, -0.382249
516, 0.349166, 2.12294, -0.244333, -0.815475, 1.06499, -0.49362, -0.383001
716, 0.350845, 2.14126, -0.276935, -0.825549, 1.07, -0.500752, -0.378965
917, 0.354858, 2.1213, -0.262625, -0.83372, 1.07167, -0.509557, -0.372455
1116, 0.360898, 2.14848, -0.261996, -0.802579, 1.06513, -0.501619, -0.386365
1316, 0.327917, 2.13251, -0.271347, -0.837766, 1.0764, -0.495392, -0.385776
1516, 0.368684, 2.15002, -0.26732, -0.818656, 1.07268, -0.486698, -0.399976
1717, 0.375205, 2.12125, -0.25869, -0.827425, 1.08278, -0.494072, -0.387157
1916, 0.34592, 2.11977, -0.255083, -0.845388, 1.0733, -0.504509, -0.382956
2141, 0.356272, 2.13552, -0.237693, -0.866395, 1.06291, -0.485863, -0.402287
2341, 0.350096, 2.12609, -0.238041, -0.819877, 1.05957, -0.490047, -0.383386
2541, 0.345829, 2.13613, -0.247671, -0.835415, 1.07131, -0.495788, -0.390228
2743, 0.364975, 2.13896, -0.234557, -0.810516, 1.06275, -0.496815, -0.402053
2942, 0.347029, 2.11925, -0.24524, -0.829004, 1.05239, -0.496006, -0.405747
3141, 0.357222, 2.13651, -0.242839, -0.819891, 1.07361, -0.486119, -0.375996
3342, 0.330159, 2.13891, -0.24997, -0.802655, 1.06407, -0.490241, -0.389983
3541, 0.35063, 2.1304, -0.231414, -0.833218, 1.05419, -0.489901, -0.383158
3743, 0.354231, 2.13377, -0.261036, -0.834819, 1.06673, -0.492861, -0.394832
3941, 0.35995, 2.16366, -0.233327, -0.838194, 1.05166, -0.490763, -0.377021
4141, 0.370897, 2.13699, -0.229792, -0.837884, 1.05321, -0.496366, -0.397988
4341, 0.352768, 2.13677, -0.253163, -0.825308, 1.07435, -0.496353, -0.386863
4542, 0.338132, 2.13401, -0.225377, -0.834006, 1.05072, -0.481255, -0.394364
4741, 0.345387, 2.15212, -0.243391, -0.831171, 1.06106, -0.494672, -0.369593
4941, 0.366186, 2.12868, -0.23033, -0.845681, 1.06609, -0.482501, -0.412839
5141, 0.35081, 2.1531, -0.25991, -0.843234, 1.05687, -0.498379, -0.39282
5341, 0.36544, 2.16544, -0.234066, -0.857092, 1.07501, -0.47583, -0.387962
5541, 0.340743, 2.1608, -0.249902, -0.83269, 1.04768, -0.487669, -0.394329
5741, 0.343969, 2.12341, -0.238093, -0.826123, 1.04374, -0.49041, -0.392463
5941, 0.348342, 2.15755, -0.242302, -0.847857, 1.06474, -0.499373, -0.393667
6141, 0.344163, 2.14564, -0.251436, -0.82284, 1.05556, -0.500042, -0.389971
6341, 0.34523, 2.13612, -0.243307, -0.844261, 1.05866, -0.495759, -0.393672
6566, 0.352555, 2.11888, -0.258446, -0.859898, 1.05281, -0.476336, -0.374368
6766, 0.345185, 2.13989, -0.27748, -0.838003, 1.06808, -0.489539, -0.399178
6966, 0.369241, 2.1242, -0.265513, -0.834017, 1.0486, -0.491551, -0.417301
7166, 0.375823, 2.1539, -0.25642, -0.839549, 1.08287, -0.499434, -0.399833
7366, 0.341471, 2.12736, -0.268873, -0.832372, 1.07134, -0.497326, -0.404532
7566, 0.365189, 2.12859, -0.292612, -0.826278, 1.05095, -0.482606, -0.387619
7766, 0.364324, 2.11899, -0.265615, -0.807176, 1.07875, -0.50297, -0.392695
7966, 0.362133, 2.15479, -0.254013, -0.829735, 1.06354, -0.506822, -0.396089
8166, 0.375756, 2.14086, -0.270559, -0.84607, 1.07095, -0.496019, -0.397991
8366, 0.327711, 2.15029, -0.304967, -0.840761, 1.08965, -0.483862, -0.386194
8566, 0.343557, 2.13422, -0.280299, -0.833912, 1.05609, -0.497884, -0.390164
8766, 0.372678, 2.14633, -0.2667, -0.839688, 1.05268, -0.49193, -0.376899
